"publication_id","ai_subfield"
"W2973481132","General AI"
"W3083851563","General AI"
"W4383820637","General AI"
"W4285307882","General AI"
"W4377691173","General AI"
"W4210282496","computer vision"
"W3120253959","General AI"
"W4385737974","generative ai"
"W4385737974","graph neural networks"
"W3033008664","computer vision"
"W3033008664","generative ai"
"W4381598523","General AI"
"W3007070494","General AI"
"W3091416888","General AI"
"W3119315021","General AI"
"W2998879504","General AI"
"W2997671573","General AI"
"W2966241529","General AI"
"W2946228438","General AI"
"W4295435240","General AI"
"W2948800568","General AI"
"W4396668596","quantum ml"
"W3048407206","General AI"
"W4313484961","graph neural networks"
"W4390938782","graph neural networks"
"W4390938782","transformer architecture"
"W4361004631","General AI"
"W3125252695","General AI"
"W4288907220","General AI"
"W3090926208","explainable ai"
"W4315977370","General AI"
"W2975107135","computer vision"
"W3017079270","computer vision"
"W4281929909","generative ai"
"W4281257637","computer vision"
"W3004876107","computer vision"
"W4291286390","General AI"
"W4318577423","computer vision"
"W4318577423","generative ai"
"W2982479281","General AI"
"W3167921710","General AI"
"W4310066656","General AI"
"W4362496378","General AI"
"W4390278225","General AI"
"W2946461738","General AI"
"W4400038286","graph neural networks"
"W2998008435","computer vision"
"W2998008435","transformer architecture"
"W2908738937","General AI"
"W3117379804","General AI"
"W4317933195","General AI"
"W3203687922","explainable ai"
"W2996698847","General AI"
"W3128675561","computer vision"
"W3170300281","General AI"
"W4212768123","generative ai"
"W2975541923","General AI"
"W2945309682","generative ai"
"W4255519384","generative ai"
"W4214890976","General AI"
"W3195481585","General AI"
"W3196733796","General AI"
"W4210341208","General AI"
"W4385695985","General AI"
"W3115557277","computer vision"
"W2981202347","General AI"
"W3005512449","generative ai"
"W3087499880","General AI"
"W4290466955","General AI"
"W3032695106","General AI"
"W2922163742","computer vision"
"W4311350769","General AI"
"W4252250696","computer vision"
"W3171621446","natural language processing"
"W3019027838","natural language processing"
"W3199109277","General AI"
"W2915792373","neural architecture search"
"W4313141281","General AI"
"W4375863032","graph neural networks"
"W2950403374","General AI"
"W3004022591","General AI"
"W4318957922","computer vision"
"W4386108415","graph neural networks"
"W3028742747","General AI"
"W3113183942","General AI"
"W3017642177","General AI"
"W3018827121","natural language processing"
"W4391333486","General AI"
"W3115300508","General AI"
"W3033347005","General AI"
"W2995889583","graph neural networks"
"W3041152631","computer vision"
"W4380887611","General AI"
"W3196077426","General AI"
"W3094410826","General AI"
"W3098712771","General AI"
"W3127007725","General AI"
"W4281386081","computer vision"
"W3008453832","General AI"
"W3126087996","General AI"
"W2940824778","General AI"
"W4206777380","computer vision"
"W2966199719","computer vision"
"W4361292119","General AI"
"W4307046645","General AI"
"W3081627837","General AI"
"W2937770086","General AI"
"W3159928861","General AI"
"W4312236640","General AI"
"W3012295089","General AI"
"W3110646753","General AI"
"W3158189796","General AI"
"W3082772432","General AI"
"W4293101166","General AI"
"W3034440640","General AI"
"W3119002188","General AI"
"W2921725755","General AI"
"W2921029329","computer vision"
"W2987956272","General AI"
"W2950884836","General AI"
"W4210378842","graph neural networks"
"W3163935305","General AI"
"W3205707234","General AI"
"W3089333481","General AI"
"W4393793169","graph neural networks"
"W3090763579","computer vision"
"W2995447984","computer vision"
"W4379468629","graph neural networks"
"W2979666105","computer vision"
"W4297022811","General AI"
"W2947066650","General AI"
"W4384699745","natural language processing"
"W4384699745","transformer architecture"
"W4367059011","natural language processing"
"W4387215355","graph neural networks"
"W4211090457","generative ai"
"W3112631383","graph neural networks"
"W3009117699","General AI"
"W3163620325","General AI"
"W4320002812","computer vision"
"W4225876525","General AI"
"W3189202224","neural architecture search"
"W3111294156","General AI"
"W4309047034","General AI"
"W4280523910","computer vision"
"W4281483629","General AI"
"W3090907207","computer vision"
"W3082823908","computer vision"
"W3036061420","General AI"
"W3005103743","General AI"
"W4220867721","General AI"
"W2910634864","computer vision"
"W4394627576","graph neural networks"
"W3130247865","General AI"
"W2952595356","General AI"
"W4353083153","General AI"
"W2979781132","General AI"
"W4285678533","General AI"
"W2944352165","computer vision"
"W2940864740","computer vision"
"W3170454297","General AI"
"W4401024877","graph neural networks"
"W4313467117","General AI"
"W3022802582","General AI"
"W3198324776","computer vision"
"W3198324776","natural language processing"
"W3206672614","General AI"
"W3021697986","General AI"
"W4283269373","generative ai"
"W4283269373","graph neural networks"
"W4300105713","generative ai"
"W4392563752","graph neural networks"
"W4392058134","natural language processing"
"W4405031167","General AI"
"W4317206949","General AI"
"W4315926782","General AI"
"W3139674399","General AI"
"W3101272581","General AI"
"W4294912190","General AI"
"W3214910795","General AI"
"W3114369269","General AI"
"W3199683159","General AI"
"W4385569618","General AI"
"W3211225070","General AI"
"W4283210562","General AI"
"W3194471330","General AI"
"W3203894759","General AI"
"W3011250419","General AI"
"W4362723515","General AI"
"W4389490285","natural language processing"
"W4391345489","explainable ai"
"W4391345489","graph neural networks"
"W3123300545","General AI"
"W3011824760","General AI"
"W2932613184","General AI"
"W4380433123","graph neural networks"
"W3104709959","General AI"
"W2910388551","General AI"
"W4306168059","graph neural networks"
"W4396621255","graph neural networks"
"W2997811423","computer vision"
"W2997811423","graph neural networks"
"W4285004946","computer vision"
"W4285004946","generative ai"
"W3201542965","General AI"
"W2972714212","General AI"
"W3023328046","transformer architecture"
"W4207072731","graph neural networks"
"W4207072731","transformer architecture"
"W3156423522","General AI"
"W3198883669","computer vision"
"W3120951225","General AI"
"W3044530764","General AI"
"W4388845104","federated learning"
"W4388845104","graph neural networks"
"W4205683915","General AI"
"W4390242455","General AI"
"W3179950556","General AI"
"W3200152265","generative ai"
"W3200152265","natural language processing"
"W3169982119","generative ai"
"W3205836616","graph neural networks"
"W3025397758","General AI"
"W3157417759","General AI"
"W3120702290","General AI"
"W2912504222","General AI"
"W3165892790","computer vision"
"W3114304902","General AI"
"W2929617806","computer vision"
"W2901188603","computer vision"
"W3195147880","General AI"
"W4309307134","General AI"
"W4391543675","natural language processing"
"W4391543675","transformer architecture"
"W2952116081","General AI"
"W4212918743","General AI"
"W4226036059","General AI"
"W2915736901","General AI"
"W4400981957","graph neural networks"
"W2990199568","generative ai"
"W4285504104","General AI"
"W3089470783","General AI"
"W3138645122","General AI"
"W4318464678","computer vision"
"W2998567488","General AI"
"W3026048580","General AI"
"W3097731257","General AI"
"W3097189258","General AI"
"W3113328935","computer vision"
"W4306376994","General AI"
"W4311047326","General AI"
"W3110977802","General AI"
"W2975388328","General AI"
"W3201434050","computer vision"
"W2914016683","computer vision"
"W2961466663","computer vision"
"W3152531055","computer vision"
"W2990986966","computer vision"
"W3036031408","General AI"
"W2943735948","computer vision"
"W3213782894","General AI"
"W4365517060","General AI"
"W3029836473","computer vision"
"W3124439729","General AI"
"W4205467977","General AI"
"W4401013277","General AI"
"W4283167339","General AI"
"W2986421215","neural architecture search"
"W2953182346","General AI"
"W3022034716","General AI"
"W3039419186","General AI"
"W2977468072","General AI"
"W3082964614","computer vision"
"W3128443161","graph neural networks"
"W3106229813","graph neural networks"
"W3106229813","natural language processing"
"W3111542522","General AI"
"W4308825561","graph neural networks"
"W4225665842","graph neural networks"
"W3192519096","General AI"
"W4324134406","General AI"
"W3165729427","General AI"
"W3033552209","General AI"
"W3044117128","General AI"
"W3004838941","generative ai"
"W3108884590","General AI"
"W2951434717","General AI"
"W4226239849","General AI"
"W2964382283","computer vision"
"W3004650610","computer vision"
"W4313515579","computer vision"
"W3039305152","General AI"
"W3204971779","General AI"
"W2913447624","computer vision"
"W2913447624","natural language processing"
"W4200481139","General AI"
"W4367182729","generative ai"
"W2958646971","General AI"
"W3124018482","General AI"
"W4378071669","General AI"
"W3116409445","General AI"
"W4294844739","explainable ai"
"W4294844739","graph neural networks"
"W4307529886","General AI"
"W4225675067","General AI"
"W2947945101","General AI"
"W2968982355","computer vision"
"W3122328354","computer vision"
"W2964269074","computer vision"
"W2996116683","General AI"
"W4225463334","General AI"
"W4394739304","generative ai"
"W4394739304","graph neural networks"
"W3192676180","natural language processing"
"W4320001418","General AI"
"W4390055472","natural language processing"
"W4390055472","neural architecture search"
"W4200398261","quantum ml"
"W4294068459","General AI"
"W3042416028","General AI"
"W4394009485","General AI"
"W3191804854","natural language processing"
"W2971854796","computer vision"
"W4221026254","General AI"
"W3112906911","General AI"
"W3037569421","General AI"
"W4367059804","transformer architecture"
"W3118996476","federated learning"
"W4386862116","graph neural networks"
"W4393043407","General AI"
"W2908941882","General AI"
"W3048846953","generative ai"
"W2968752509","General AI"
"W4281738502","General AI"
"W4386374624","generative ai"
"W3127876525","General AI"
"W2969372261","General AI"
"W3111817041","General AI"
"W3048378273","computer vision"
"W3093493500","General AI"
"W3082185616","computer vision"
"W3082185616","graph neural networks"
"W4224924100","graph neural networks"
"W4311897822","General AI"
"W4289110083","General AI"
"W3023087441","computer vision"
"W2908968031","computer vision"
"W3097867666","General AI"
"W4280616833","General AI"
"W4205867427","computer vision"
"W3162162849","General AI"
"W4225262729","General AI"
"W3207553802","General AI"
"W3195289026","General AI"
"W3026720205","General AI"
"W3129608404","graph neural networks"
"W2921528463","computer vision"
"W3012583842","General AI"
"W3033302956","General AI"
"W4280564944","General AI"
"W3206089854","graph neural networks"
"W2911704718","General AI"
"W4293771191","General AI"
"W4382989727","General AI"
"W4315778357","quantum ml"
"W4292495570","General AI"
"W3171211408","General AI"
"W4280575443","General AI"
"W3016115703","reinforcement learning"
"W3134978958","General AI"
"W2950243097","General AI"
"W4312590949","General AI"
"W2971057992","General AI"
"W4297347800","General AI"
"W4387449093","graph neural networks"
"W2915168078","General AI"
"W2982668911","General AI"
"W4200434941","computer vision"
"W2929906481","General AI"
"W2953121811","General AI"
"W3109241202","General AI"
"W3134796670","General AI"
"W4381144411","General AI"
"W3024193603","General AI"
"W3121930650","General AI"
"W4212811675","General AI"
"W2940122146","General AI"
"W4285802362","graph neural networks"
"W2917160625","General AI"
"W3217735524","General AI"
"W3082263548","General AI"
"W3118337689","General AI"
"W4310435935","General AI"
"W4309935983","General AI"
