"author_id","author_name","orcid","h_index_current","total_citations","total_papers","primary_institution_id","country","years_active","is_prolific","has_institution"
"A5100710942","Muhammad Attique Khan","0000-0002-6347-4890","70","15876","339","I138564716","SA","17","True","True"
"A5080747422","Kai Fukami","0000-0002-1381-7322","17","2600","68","I161318765","US","7","False","True"
"A5064078720","Victor Chang","0000-0002-8012-5852","78","22738","641","I169199633","GB","56","True","True"
"A5100354909","Junyoung Park","0000-0002-6778-7632","13","704","49","I157485424","KR","27","False","True"
"A5067812333","José Juan Almagro Armenteros","0000-0003-0111-1362","26","12914","53","","","9","False","False"
"A5101613121","Shuangli Li","0000-0001-9520-2462","11","682","25","I66867065","CN","15","False","True"
"A5050480768","Alessio Zappone","0000-0003-2581-939X","39","13807","225","I186995768","IT","17","True","True"
"A5080078268","Giulia Vilone","0000-0002-4401-5664","8","787","20","","","13","False","False"
"A5103315248","Akshat Kotadia","","2","783","3","","","2","False","False"
"A5084297425","Federico Errica","0000-0001-5181-2904","8","616","44","","","9","False","False"
"A5085291703","Artur M. Schweidtmann","0000-0001-8885-6847","29","2903","135","I98358874","NL","10","True","True"
"A5073250513","Tanha Talaviya","","1","781","1","I70764227","IN","1","False","True"
"A5100423730","Beibei Li","0000-0002-0485-1975","26","2767","252","I17145004","CN","22","True","True"
"A5087082413","Shilin Qiu","0000-0002-8681-6187","12","837","38","I150229711","CN","16","False","True"
"A5100727282","Daniel S. Berman","0000-0002-3793-9578","159","109313","2111","I1282927834","US","73","True","True"
"A5040087182","Adedeji Olugboja","0000-0001-5250-5252","5","483","10","I150397245","US","10","False","True"
"A5004822582","Adam Auten","","1","101","2","","","3","False","False"
"A5069807825","Mostafa Karimi","0000-0002-1459-6832","20","3681","52","I91045830","US","11","False","True"
"A2167740186","S. Kevin Zhou","0000-0002-0973-7231","0","0","27","","","1","True","False"
"A2148501098","Zhenguang Liu","0000-0002-7981-9873","3","396","6","","","1","False","False"
"A5091214326","Zhuomin Sun","0000-0003-3452-5836","3","420","6","I151727225","CN","14","False","True"
"A5023389308","Sergio Casas","0000-0002-0396-4628","21","2445","137","I16097986","ES","22","False","True"
"A5030651516","Gabriëlle Ras","","4","536","10","I145872427","NL","6","False","True"
"A5035132179","Onur Asan","0000-0002-9239-3723","29","3634","183","I108468826","US","15","True","True"
"A5058353652","Tao Gui","0000-0002-6154-0751","31","4649","316","I117532281","CN","28","True","True"
"A5100345321","Jing Zhang","0000-0001-6595-7661","63","15590","1004","I10535382","CN","35","True","True"
"A5055117208","Sanjeev Verma","0000-0001-8170-7179","19","2725","84","I150870154","IN","25","False","True"
"A5074240680","Xin Shao","0000-0002-1928-3878","19","2493","61","I4210112917","CN","27","False","True"
"A5025058751","Daniel Zügner","0000-0003-1626-5065","16","2557","39","I4210087053","DE","11","False","True"
"A5073938714","Shams Forruque Ahmed","0000-0003-3360-3636","49","9322","186","I157386601","BD","30","False","True"
"A4293857161","Pedro Lara-Benítez","0000-0003-0457-8099","1","436","1","","","1","False","False"
"A5090513654","Sunil Pai","0000-0003-1332-9369","10","1007","42","I4210160795","US","29","False","True"
"A5046019676","Shiwen He","0000-0003-0549-4970","27","4377","189","I139660479","CN","20","False","True"
"A5045359397","Mehedi Masud","0000-0001-6019-7245","52","9449","320","I179331831","SA","23","True","True"
"A5086342779","David Mhlanga","0000-0002-8512-2124","29","4096","269","I24027795","ZA","6","True","True"
"A5058260506","Weixuan Lin","","8","467","24","","","13","False","False"
"A5100326706","Md. Mahmudul Hasan","0000-0003-2747-4348","17","2787","116","I103434671","BD","24","False","True"
"A5033157677","Hejie Cui","0000-0001-6388-2619","14","779","58","I150468666","US","8","False","True"
"A5103035722","Krzysztof Janowicz","0009-0003-1968-887X","26","3438","87","I129774422","AT","19","False","True"
"A5071444583","Ragnar Fjelland","0000-0001-5339-9164","8","666","20","I4432739","NO","41","False","True"
"A5017851308","Yu Wang","0000-0001-7763-4261","32","4290","219","I142078773","CN","30","False","True"
"A5079932319","Theyazn H. H. Aldhyani","0000-0003-1822-1357","35","3692","116","I4210107237","SA","10","True","True"
"A5053684361","Fnu Amisha","0000-0002-5110-3443","6","1107","36","I3019308854","US","8","False","True"
"A5046921007","Yu-Hsin Chen","0000-0002-4403-956X","3","3920","5","","","12","False","False"
"A5001191374","Adil Moghar","0000-0002-9991-2813","3","563","7","I240042149","MA","4","False","True"
"A5002810652","Sherali Zeadally","0000-0002-5982-8190","90","31013","578","I143302722","US","32","True","True"
"A5068165456","Vikas Kumar","0000-0003-2090-3103","30","5395","79","","","15","False","False"
"A5076679564","Patrick Mikalef","0000-0002-6788-2277","52","14385","187","I173888879","NO","15","True","True"
"A5012301204","Daron Acemoğlu","","161","148559","1027","I63966007","US","40","True","True"
"A5057541630","Saleema Amershi","0000-0002-3294-7288","31","6243","69","I1290206253","US","21","False","True"
"A5062304700","Bahzad Charbuty","","1","1583","1","I4210124331","IQ","1","False","True"
"A5026498258","Amil Merchant","0000-0001-5262-6599","6","1399","14","I1291425158","US","47","False","True"
"A5055320811","Krishna Karra","","4","1200","5","","","7","False","False"
"A5070433751","Roberto Confalonieri","0000-0003-0936-2123","17","2566","100","I138689650","IT","21","False","True"
"A5061428004","Daniel Gibert","0000-0002-2448-1297","13","1262","41","","","45","False","False"
"A5073414026","Zhaoping Xiong","0000-0001-5041-9385","16","2361","45","","","12","False","False"
"A5011851147","Zeki Murat Çınar","0000-0002-0452-8377","8","926","11","I36515993","CY","8","False","True"
"A5074136659","Ibrahim Abdulrab Ahmed","","14","756","42","I47164929","SA","19","False","True"
"A5032545698","Patrick Helber","0000-0001-8454-4301","13","2173","59","","","13","False","False"
"A5006740810","Talmo Pereira","0000-0001-9075-8365","17","3034","53","I1307098950","US","10","False","True"
"A5032522974","Hussan Munir","0000-0001-9376-9844","12","660","32","","","33","False","False"
"A5069869295","Dawei Cheng","0000-0002-5877-7387","22","2074","150","I116953780","CN","14","True","True"
"A5101470025","Shichao Zhu","0000-0003-1776-8983","15","948","27","I4210108723","CN","13","False","True"
"A5036462902","Risheng Wang","0000-0001-6539-1565","25","2828","102","I20382870","US","35","False","True"
"A5114889635","Yifei Shen","0000-0001-7174-4793","11","707","48","I4210096707","CN","22","False","True"
"A5012692445","Vijay K. Vemuri","","12","963","39","I162714631","US","38","False","True"
"A5084530286","Shakir Mohamed","0000-0002-1184-5776","40","16248","121","I157614274","ZA","36","False","True"
"A2085643129","Krzysztof Rusek","0000-0003-4336-7841","0","0","9","","","1","False","False"
"A5100610862","Ziqi Li","0000-0002-6345-4347","33","5041","339","I103163165","US","22","True","True"
"A5001731771","Mohd Javaid","0000-0001-8871-2886","81","29898","279","I59475050","IN","11","True","True"
"A5010312084","Seokho Kang","0000-0002-0960-0294","27","2150","95","I848706","KR","30","False","True"
"A5091751624","Imtiaz Ullah","0000-0002-2952-7215","13","1325","15","I39470171","CA","11","False","True"
"A5025924166","Yuqi Guo","0000-0002-7060-8404","19","2343","99","I102149020","US","16","False","True"
"A5007340535","Amani Yahyaoui","0000-0003-0603-6592","9","379","20","","","17","False","False"
"A5101597142","Dongyue Chen","0000-0002-6077-7968","11","821","55","I162868743","CN","43","False","True"
"A5111611653","Anshika Chaudhary","","1","88","4","","","11","False","False"
"A5047846625","Shiliang Sun","0000-0001-7069-3752","51","10670","307","I183067930","CN","30","True","True"
"A5100740618","Hao Peng","0000-0001-7422-630X","45","9679","387","I135237710","CN","26","True","True"
"A5078359928","Meng Hao","0000-0002-1545-1926","15","1270","79","I150229711","CN","20","False","True"
"A5013106102","Simon M. Schaefer","","7","1165","7","I202697423","CH","11","False","True"
"A2117594642","Thin Nguyen","0000-0003-3467-8963","3","321","8","","","1","False","False"
"A5007823743","Koichiro Tamura","0000-0001-7189-5399","41","269399","113","I69740276","JP","44","False","True"
"A5100441427","Joon-Woo Lee","0000-0002-4125-6331","12","900","56","I67900169","KR","31","False","True"
"A5078076341","Imran Khan Mohd Jais","","1","388","1","I4164984","MY","1","False","True"
"A5059047868","Lauri Himanen","0000-0002-3130-8193","9","1294","23","","","14","False","False"
"A5034970020","Syed Junaid Nawaz","0000-0001-5448-2170","19","1907","111","I16076960","PK","56","False","True"
"A2985258000","Ruihong Qiu","0000-0001-8349-6475","1","25","2","","","1","False","False"
"A5028974886","Siyuan Lu","0000-0001-6720-1323","27","3106","77","I184983240","CN","16","False","True"
"A5016309170","Ricardo Silva Peres","0000-0003-3777-1346","15","1581","40","I83558840","PT","11","False","True"
"A5088708850","Jie M. Zhang","0000-0003-0481-7264","26","3806","145","I111483173","US","25","False","True"
"A1945348815","Feng Shi","0000-0001-5175-9760","7","272","252","","","1","True","False"
"A5052320761","N.N. Misra","0000-0001-8041-8893","50","9784","107","I179331831","SA","16","False","True"
"A5009857138","Martin J. Willemink","0000-0002-6991-6557","39","6768","145","I97018004","US","15","False","True"
"A5087990798","Mehar Vijh","","1","570","1","I154970844","IN","1","False","True"
"A5084613538","Kosmas Alexopoulos","0000-0002-3658-6838","24","2399","107","I174878644","GR","22","False","True"
"A5101497359","Haofan Wang","0000-0003-2098-453X","21","2529","103","I19820366","CN","15","False","True"
"A5100735470","Haojie Wang","0000-0002-1803-6250","24","2651","80","I157773358","CN","25","False","True"
"A5014873301","Shengze Cai","0000-0003-0122-6864","20","5024","72","I3018263800","CN","21","False","True"
"A5030092162","Emilio Calvano","0000-0001-5899-6742","19","1552","45","I154032705","IT","16","False","True"
"A165365151","Christopher J. Fluke","0000-0003-0961-2321","3","306","8","","","1","False","False"
"A5089158473","Leiyu Chen","0000-0001-8231-289X","2","605","2","I178232147","CN","1","False","True"
"A5027336767","Milica Badža Atanasijević","0000-0002-5856-2626","3","800","9","I4068193","RS","8","False","True"
"A5088847857","Valerie Chen","0009-0007-2783-0265","11","1191","62","I205783295","US","25","False","True"
"A5085946103","Guanjun Lin","0000-0003-3280-1307","14","1502","27","I4210149962","CN","9","False","True"
"A5114044724","Sidrah Liaqat","","2","131","3","I868834043","GB","11","False","True"
"A5000408018","Marc-André Schulz","0000-0002-1140-1841","9","547","27","I39343248","DE","14","False","True"
"A5033954307","Kate Crawford","0000-0001-9972-7194","47","17203","169","I1290206253","US","56","False","True"
"A5101467355","Yaqin Zhou","0000-0001-7375-0556","12","870","30","I136765683","CN","21","False","True"
"A5018569458","Andrea L. Guzman","0000-0002-6874-9435","14","1862","39","I102502594","US","37","False","True"
"A5090287059","Xinshuo Weng","0000-0002-7894-4381","23","3583","77","","","8","False","False"
"A5060969026","Vegard Antun","0000-0003-4045-9775","9","1057","17","I184942183","NO","10","False","True"
"A5091058342","Yanan Sun","0000-0001-6374-1429","30","6483","174","I24185976","CN","56","False","True"
"A5067815466","Ravil I. Mukhamediev","0000-0002-3727-043X","11","677","55","I204275683","KZ","11","False","True"
"A5060763203","Da Zheng","0000-0001-8115-5415","18","2272","87","I19820366","CN","44","False","True"
"A5074220335","Vanessa Buhrmester","0000-0003-2356-1313","3","407","4","","","4","False","False"
"A5100411139","Ling Chen","0000-0003-1934-5992","36","5096","439","I101479585","CN","39","True","True"
"A5000537067","Manon Réau","0000-0002-3862-8990","10","638","30","I193662353","NL","8","False","True"
"A5085963799","Viswanatha Reddy Allugunti","","5","427","12","","","7","False","False"
"A5113950414","Chuizheng Meng","","11","1116","27","I1174212","US","8","False","True"
"A5005474942","Jianyong Sun","0000-0002-9188-1856","24","2782","157","I4210143356","CN","24","False","True"
"A5004970162","Moez Krichen","0000-0001-8873-9755","39","5792","309","I142899784","TN","22","True","True"
"A5040188906","Ryoma Sato","0000-0001-6912-4464","10","387","58","","","21","False","False"
"A5075629036","Song Pham Van","","4","440","4","I8775707","VN","2","False","True"
"A5032732048","Charlotte Pelletier","0000-0002-4652-7778","16","2142","68","","","22","False","False"
"A5010265149","Jorge Arinez","0000-0003-4893-6935","31","3055","144","","","31","False","False"
"A5050967195","Matti Tedre","0000-0003-1037-3313","35","4443","215","I175532246","FI","24","False","True"
"A5048444456","Shahbaz Rezaei","0000-0003-1583-0114","10","1062","38","I84218800","US","10","False","True"
"A5071528633","Blake Murdoch","0000-0003-4654-1980","14","1453","45","","","15","False","False"
"A5077895268","Youhui Tian","0000-0002-4044-0241","4","279","5","I4210104733","CN","4","False","True"
"A5100372061","Yue Wang","0000-0002-7118-0219","15","6861","79","","","28","False","False"
"A5012787401","Morgan R. Frank","","18","3600","56","I170201317","US","13","False","True"
"A5083289194","Tony Bates","0000-0002-5677-369X","20","2389","88","","","52","False","False"
"A5024515720","Robert Challen","0000-0002-5504-7768","15","2324","56","I36234482","GB","7","False","True"
"A5028220093","Carole-Jean Wu","0000-0002-9032-7239","35","5394","164","I4210114444","US","36","False","True"
"A5102889910","Guangtao Wang","0000-0003-2766-0917","26","1599","74","I4210090489","CN","15","False","True"
"A5000907775","Stefanie Warnat‐Herresthal","0000-0002-0890-5774","11","1289","24","I2801533059","DE","8","False","True"
"A5025211299","Carlos Vidal","0000-0003-2853-6088","11","1150","30","I98251732","CA","31","False","True"
"A5020368316","Greg Ongie","0000-0003-1417-3925","14","1292","63","I102461120","US","12","False","True"
"A5020533864","Ying Xia","0000-0001-8437-0604","21","1161","74","I154093214","CN","24","False","True"
"A5068475055","Yuchen Jiang","0000-0003-3918-7039","31","5382","136","I204983213","CN","15","False","True"
"A5114065098","Qingyang Ling","","1","463","1","I47449453","US","1","False","True"
"A5022713403","Xiang Gao","0000-0001-8510-7373","8","514","27","","","12","False","False"
"A5083904441","Yiwen Xu","0000-0003-0509-7350","9","1126","41","I80143920","CN","20","False","True"
"A5002093701","Florian Knöll","0000-0001-5357-8656","36","7597","218","I181369854","DE","74","False","True"
"A5068901780","Kama Ramudu","0000-0002-8585-9396","8","236","42","I4210145126","IN","15","False","True"
"A5048355868","Brian Alcock","0000-0002-5129-4673","12","7759","30","I98251732","CA","14","False","True"
"A5068619570","Mujaheed Abdullahi","0000-0002-0434-5191","8","408","21","I203899302","MY","5","False","True"
"A5100760604","Gagandeep Singh","0000-0002-9299-2961","21","2482","184","I157725225","US","57","False","True"
"A2061593723","Yanni Dong","0000-0001-5577-4845","2","866","19","","","1","True","False"
"A5091473057","Muhammad Hammad Saleem","0000-0002-3625-3021","9","1661","13","","","7","False","False"
